"Device Name","Device ID","Date & Time [GMT]","Date & Time [Local]","Latitude","Longitude","Altitude","Fix Status","DOP","Temp [C]","Main [V]","Back [V]"
"C25M36",94959,1984-09-05 19:00:30,1984-09-06 03:00:30,-35.0182403,117.8805392,-19.78,"3-D least-squares   (5 SVs)",7.4,14,3.25,0
"C25M34",94961,1984-09-05 20:00:13,1984-09-06 04:00:13,-34.4188186,119.099605,21.83,"3-D least-squares   (6 SVs)",3,30.5,3.95,0
"C25M36",94959,1984-09-05 20:00:43,1984-09-06 04:00:43,-35.0180375,117.8806258,19.3,"3-D least-squares   (7 SVs)",2.6,13.5,3.2,0
"C25M38",94958,1984-09-05 20:01:38,1984-09-06 04:01:38,-34.4290136,119.1760792,-2.73,"3-D least-squares   (9 SVs)",1.6,19.5,4,0
"C25M38",94958,1984-09-05 21:00:11,1984-09-06 05:00:11,-34.428985,119.1760611,3.68,"3-D least-squares   (8 SVs)",2.2,21,4,0
"C25M34",94961,1984-09-05 21:00:41,1984-09-06 05:00:41,-34.4187097,119.0956978,30.64,"3-D least-squares   (9 SVs)",1.6,19,3.95,0
"C25M36",94959,1984-09-05 21:00:41,1984-09-06 05:00:41,-35.01821,117.8806253,-11.52,"3-D least-squares   (8 SVs)",2.6,13.5,3.2,0
"C25M34",94961,1984-09-05 22:00:13,1984-09-06 06:00:13,-34.4186925,119.0957419,52.88,"3-D least-squares   (6 SVs)",4.4,24,3.95,0
"C25M38",94958,1984-09-05 22:00:14,1984-09-06 06:00:14,-34.4289214,119.1756342,-5.49,"3-D least-squares   (5 SVs)",4,25.5,4,0
"C25M33",94960,1984-09-05 22:00:40,1984-09-06 06:00:40,-34.4196128,119.0866972,29.52,"3-D least-squares   (10 SVs)",1.6,11.5,3.9,0
"C25M32",94300,1984-09-05 22:00:40,1984-09-06 06:00:40,-34.4597689,119.2021197,31.66,"3-D least-squares   (6 SVs)",4,20.5,4.05,0
"C25M36",94959,1984-09-05 22:00:45,1984-09-06 06:00:45,-35.0183828,117.8802069,-14.46,"3-D least-squares   (6 SVs)",2.6,12.5,3.2,0
"C25M34",94961,1984-09-05 23:00:41,1984-09-06 07:00:41,-34.4187553,119.0956736,21.5,"3-D least-squares   (10 SVs)",2,28,3.95,0
"C25M36",94959,1984-09-05 23:00:41,1984-09-06 07:00:41,-35.018025,117.8806078,35.22,"3-D least-squares   (7 SVs)",2.4,14.5,3.2,0
"C25M38",94958,1984-09-05 23:00:41,1984-09-06 07:00:41,-34.4288725,119.17569,9.52,"3-D least-squares   (8 SVs)",3.2,26.5,4,0
"C25M34",94961,1984-09-06 00:00:12,1984-09-06 08:00:12,-34.4187231,119.0957422,30.24,"3-D least-squares   (8 SVs)",1.8,32.5,3.95,0
"C25M38",94958,1984-09-06 00:00:12,1984-09-06 08:00:12,-34.4288556,119.1757342,19.32,"3-D least-squares   (6 SVs)",2.6,22.5,4,0
"C25M36",94959,1984-09-06 00:00:42,1984-09-06 08:00:42,-35.018175,117.8806025,0.99,"3-D least-squares   (6 SVs)",3.6,15.5,3.15,0
"C25M38",94958,1984-09-06 01:00:40,1984-09-06 09:00:40,-34.4295883,119.1729875,26.34,"3-D least-squares   (6 SVs)",2.8,21.5,4,0
"C25M38",94958,1984-09-06 02:00:22,1984-09-06 10:00:22,-34.4315275,119.169615,36.19,"3-D least-squares   (5 SVs)",4.2,22.5,4,0
"C25M38",94958,1984-09-06 03:00:41,1984-09-06 11:00:41,-34.4300928,119.1711361,18.95,"3-D least-squares   (10 SVs)",1.8,25,4,0
"C25M38",94958,1984-09-06 04:00:11,1984-09-06 12:00:11,-34.4312289,119.1718411,36.73,"3-D least-squares   (9 SVs)",1.8,28,4,0
"C25M38",94958,1984-09-06 05:00:13,1984-09-06 13:00:13,-34.4309547,119.1734567,19.2,"3-D least-squares   (5 SVs)",2.4,27,4,0
"C25M38",94958,1984-09-06 06:00:40,1984-09-06 14:00:40,-34.4325608,119.1767561,17.52,"3-D least-squares   (9 SVs)",1.8,28,4,0
"C25M38",94958,1984-09-06 07:00:11,1984-09-06 15:00:11,-34.4315628,119.1778325,12.77,"3-D least-squares   (9 SVs)",2,28.5,4,0
"C25M38",94958,1984-09-06 08:00:14,1984-09-06 16:00:14,-34.4320842,119.1783344,4.48,"3-D least-squares   (5 SVs)",4.2,26,4,0
"C25M38",94958,1984-09-06 09:00:41,1984-09-06 17:00:41,-34.4318092,119.1815592,6.5,"3-D least-squares   (9 SVs)",1.4,20,4,0
"C25M38",94958,1984-09-06 10:00:12,1984-09-06 18:00:12,-34.43183,119.1814325,-3.95,"3-D least-squares   (6 SVs)",4.6,20,4,0
"C25M38",94958,1984-09-06 11:00:41,1984-09-06 19:00:41,-34.4298944,119.1808028,6.85,"3-D least-squares   (11 SVs)",1.6,13.5,4,0
"C25M38",94958,1984-09-06 12:00:11,1984-09-06 20:00:11,-34.4254942,119.1863119,2.66,"3-D least-squares   (9 SVs)",1.6,11.5,4,0
"C25M38",94958,1984-09-06 13:00:12,1984-09-06 21:00:12,-34.4254417,119.1862547,7.61,"3-D least-squares   (5 SVs)",6,15,4,0
"C25M38",94958,1984-09-06 14:00:40,1984-09-06 22:00:40,-34.4204408,119.1870478,8.68,"3-D least-squares   (10 SVs)",1.4,9.5,4,0
"C25M38",94958,1984-09-06 15:00:14,1984-09-06 23:00:14,-34.4159644,119.1842189,-0.83,"3-D least-squares   (9 SVs)",2.6,13.5,4,0
"C25M38",94958,1984-09-06 16:00:11,1984-09-07 00:00:11,-34.4153033,119.1826275,5.38,"3-D least-squares   (6 SVs)",3.2,12.5,4,0
"C25M38",94958,1984-09-06 17:00:09,1984-09-07 01:00:09,-34.4202319,119.1796819,10.63,"3-D least-squares   (6 SVs)",2,8,4,0
"C25M38",94958,1984-09-06 18:00:40,1984-09-07 02:00:40,-34.4229731,119.1761961,2.09,"3-D least-squares   (11 SVs)",1.4,10.5,4,0
"C25M38",94958,1984-09-06 19:00:10,1984-09-07 03:00:10,-34.4230481,119.1766506,4.12,"3-D least-squares   (10 SVs)",2,9,4,0
"C25M38",94958,1984-09-06 20:00:09,1984-09-07 04:00:09,-34.4244506,119.1757303,3.51,"3-D least-squares   (7 SVs)",2.4,10.5,4,0
"C25M38",94958,1984-09-06 21:00:10,1984-09-07 05:00:10,-34.4244819,119.1757122,1.99,"3-D least-squares   (6 SVs)",4,12.5,4,0
"C25M38",94958,1984-09-06 22:00:39,1984-09-07 06:00:39,-34.4244644,119.1757217,1.26,"3-D least-squares   (12 SVs)",1.2,15.5,4,0
"C25M38",94958,1984-09-06 23:00:10,1984-09-07 07:00:10,-34.4244947,119.1756425,6.96,"3-D least-squares   (10 SVs)",1.8,19.5,4,0
"C25M38",94958,1984-09-07 00:00:40,1984-09-07 08:00:40,-34.4218886,119.1736594,13.13,"3-D least-squares   (8 SVs)",1.8,20,4,0
"C25F14",94956,1984-05-16 13:03:01,1984-05-16 21:03:01,-34.3920139,119.3754525,-7.76,"3-D least-squares   (7 SVs)",2.2,23.5,4.1,0
"C25F14",94956,1984-05-16 14:00:58,1984-05-16 22:00:58,-34.4533317,119.375555,-12.85,"3-D least-squares   (6 SVs)",6,18,4.1,0
"C25F14",94956,1984-05-16 15:01:12,1984-05-16 23:01:12,-34.4532397,119.3756336,33.81,"3-D least-squares   (5 SVs)",2,16.5,4.1,0
"C25F14",94956,1984-05-16 16:01:54,1984-05-17 00:01:54,-34.4531817,119.3755583,34.39,"2-D least-squares   (3 SVs)",3.6,16.5,4.1,0
"C25F14",94956,1984-05-16 17:00:42,1984-05-17 01:00:42,-34.4531917,119.3755222,39.84,"3-D least-squares   (5 SVs)",3.6,15.5,4.1,0
"C25F14",94956,1984-05-16 18:00:59,1984-05-17 02:00:59,-34.4531861,119.3755636,33.67,"3-D least-squares   (5 SVs)",2.6,15.5,4.1,0
"C25F14",94956,1984-05-16 19:00:42,1984-05-17 03:00:42,-34.453245,119.3755611,43.58,"3-D least-squares   (6 SVs)",2.4,15,4.1,0
"C25F14",94956,1984-05-16 19:19:15,1984-05-17 03:19:15,-34.4532408,119.3755833,26.56,"3-D least-squares   (6 SVs)",3.6,15,4.1,0
"C25F14",94956,1984-05-16 23:00:42,1984-05-17 07:00:42,-34.4281669,119.3748006,6.94,"3-D least-squares   (5 SVs)",3.6,15,4.1,0
"C25F14",94956,1984-05-17 00:00:13,1984-05-17 08:00:13,-34.403465,119.1424047,34.45,"3-D least-squares   (5 SVs)",2.4,12.5,4.1,0
"C25F14",94956,1984-05-17 14:44:46,1984-05-17 22:44:46,-34.4532592,119.3758139,46.59,"3-D least-squares   (4 SVs)",19,18.5,4.1,0
"C25F14",94956,1984-05-23 13:00:41,1984-05-23 21:00:41,-34.4203222,119.2171422,4.88,"3-D least-squares   (9 SVs)",1.6,21,4.1,0
"C25F14",94956,1984-05-23 14:00:17,1984-05-23 22:00:17,-34.4202956,119.2171672,12.74,"3-D least-squares   (7 SVs)",2.8,22.5,4.1,0
"C25F14",94956,1984-05-23 15:00:41,1984-05-23 23:00:41,-34.4203142,119.2171381,2.63,"3-D least-squares   (7 SVs)",1.8,24.5,4.1,0
"C25F14",94956,1984-05-23 16:00:16,1984-05-24 00:00:16,-34.4203911,119.2171836,4.35,"3-D least-squares   (7 SVs)",1.8,33,4.1,0
"C25F14",94956,1984-05-23 17:00:41,1984-05-24 01:00:41,-34.4202947,119.2171592,-3.08,"3-D least-squares   (9 SVs)",2.2,29,4.1,0
"C25F14",94956,1984-05-23 18:00:16,1984-05-24 02:00:16,-34.4203097,119.2171611,5.12,"3-D least-squares   (9 SVs)",1.8,30,4.1,0
"C25F14",94956,1984-05-23 19:00:17,1984-05-24 03:00:17,-34.4208631,119.2153622,-6.61,"3-D least-squares   (5 SVs)",2.2,16,4.1,0
"C25F14",94956,1984-05-23 20:00:40,1984-05-24 04:00:40,-34.4212597,119.2140511,14.08,"3-D least-squares   (9 SVs)",2,15.5,4.1,0
"C25F14",94956,1984-05-23 21:00:15,1984-05-24 05:00:15,-34.4209436,119.2140825,8.65,"3-D least-squares   (9 SVs)",1.4,16.5,4.1,0
"C25F14",94956,1984-05-23 22:00:41,1984-05-24 06:00:41,-34.4205211,119.2128275,8.06,"3-D least-squares   (10 SVs)",1.4,14.5,4.1,0
"C25F14",94956,1984-05-23 23:00:15,1984-05-24 07:00:15,-34.4202661,119.2130425,10.41,"3-D least-squares   (7 SVs)",2.4,16.5,4.1,0
"C25F14",94956,1984-05-24 00:00:18,1984-05-24 08:00:18,-34.4199003,119.2127847,16.55,"3-D least-squares   (5 SVs)",3.2,17,4.1,0
"C25F14",94956,1984-06-12 23:44:13,1984-06-13 07:44:13,-34.4219094,119.2140608,16.83,"3-D least-squares   (5 SVs)",3.4,10.5,4.1,0
"C25F14",94956,1984-07-14 13:00:40,1984-07-14 21:00:40,-34.4219778,119.2140125,9.3,"3-D least-squares   (7 SVs)",1.6,12,4.1,0
"C25F14",94956,1984-07-14 14:00:12,1984-07-14 22:00:12,-34.4219461,119.2140261,9.13,"3-D least-squares   (5 SVs)",4.6,11,4.1,0
"C25F14",94956,1984-07-14 15:00:41,1984-07-14 23:00:41,-34.4219897,119.2140178,9.14,"3-D least-squares   (10 SVs)",1.6,11.5,4.1,0
"C25F14",94956,1984-07-14 16:00:12,1984-07-15 00:00:12,-34.4219425,119.2139703,2.61,"3-D least-squares   (7 SVs)",2.2,9.5,4.1,0
"C25F14",94956,1984-07-14 17:00:22,1984-07-15 01:00:22,-34.4219797,119.2139703,5.43,"3-D least-squares   (5 SVs)",2.8,10,4.1,0
"C25F14",94956,1984-07-14 18:00:41,1984-07-15 02:00:41,-34.4219639,119.2139906,2.7,"3-D least-squares   (5 SVs)",2.4,11,4.1,0
"C25F14",94956,1984-07-14 19:00:15,1984-07-15 03:00:15,-34.4219619,119.2139756,3.02,"3-D least-squares   (5 SVs)",3.2,12,4.1,0
"C25F14",94956,1984-07-14 20:00:41,1984-07-15 04:00:41,-34.4219525,119.2139894,4.54,"3-D least-squares   (10 SVs)",1.6,12.5,4.1,0
"C25F14",94956,1984-07-14 21:00:13,1984-07-15 05:00:13,-34.421955,119.2140083,5.92,"3-D least-squares   (9 SVs)",1.4,10,4.1,0
"C25F14",94956,1984-07-14 22:00:59,1984-07-15 06:00:59,-34.4219569,119.2139947,3.82,"3-D least-squares   (8 SVs)",2.2,10,4.1,0
"C25F14",94956,1984-07-14 23:00:13,1984-07-15 07:00:13,-34.4219564,119.2139925,9.21,"3-D least-squares   (8 SVs)",2.2,11,4.1,0
"C25F14",94956,1984-07-15 00:00:24,1984-07-15 08:00:24,-34.4219903,119.2139936,9.06,"3-D least-squares   (6 SVs)",3.8,12.5,4.1,0
"C25F14",94956,1984-07-16 04:00:21,1984-07-16 12:00:21,-34.4219714,119.2140208,12.11,"3-D least-squares   (5 SVs)",2.2,14,4.1,0
"C25F14",94956,1984-07-16 05:00:41,1984-07-16 13:00:41,-34.4219594,119.2140156,12.26,"3-D least-squares   (7 SVs)",2.8,13.5,4.1,0
"C25F14",94956,1984-07-16 06:00:14,1984-07-16 14:00:14,-34.4219664,119.2140114,11.14,"3-D least-squares   (6 SVs)",3,14,4.1,0
"C25F14",94956,1984-07-16 07:00:41,1984-07-16 15:00:41,-34.4219828,119.2139936,8.49,"3-D least-squares   (8 SVs)",4.6,14,4.1,0
"C25F14",94956,1984-07-16 08:00:13,1984-07-16 16:00:13,-34.4219619,119.2140631,15.41,"3-D least-squares   (7 SVs)",3.4,13.5,4.1,0
"C25F14",94956,1984-07-16 09:00:41,1984-07-16 17:00:41,-34.4219744,119.2140136,6.33,"3-D least-squares   (9 SVs)",1.6,12.5,4.1,0
"C25F14",94956,1984-07-16 10:00:13,1984-07-16 18:00:13,-34.421965,119.2140272,7.85,"3-D least-squares   (7 SVs)",3,11,4.1,0
"C25F14",94956,1984-07-16 11:00:19,1984-07-16 19:00:19,-34.4219447,119.2140156,11.13,"3-D least-squares   (5 SVs)",3.8,9.5,4.1,0
"C25F14",94956,1984-07-16 12:00:40,1984-07-16 20:00:40,-34.4219772,119.2140083,7.61,"3-D least-squares   (6 SVs)",3.6,8,4.1,0
"C25F14",94956,1984-07-16 13:00:17,1984-07-16 21:00:17,-34.4219683,119.2140242,3.75,"3-D least-squares   (6 SVs)",2.8,7.5,4.1,0
"C25F14",94956,1984-07-16 14:00:41,1984-07-16 22:00:41,-34.4219519,119.2140136,4.63,"3-D least-squares   (7 SVs)",2.4,7,4.1,0
"C25F14",94956,1984-07-16 15:00:17,1984-07-16 23:00:17,-34.4219144,119.2139506,-10.5,"3-D least-squares   (5 SVs)",3.4,6.5,4.1,0
"C25F14",94956,1984-07-21 01:00:13,1984-07-21 09:00:13,-34.4219897,119.2140197,16.21,"3-D least-squares   (6 SVs)",5.6,10,4.1,0
"C25F14",94956,1984-07-21 02:00:15,1984-07-21 10:00:15,-34.4220275,119.2139081,6.57,"3-D least-squares   (5 SVs)",6,14,4.1,0
"C25F14",94956,1984-07-21 03:00:41,1984-07-21 11:00:41,-34.4219614,119.2140019,10.17,"3-D least-squares   (10 SVs)",1.6,16,4.1,0
"C25F14",94956,1984-07-21 04:00:17,1984-07-21 12:00:17,-34.4219633,119.2139883,8.08,"3-D least-squares   (6 SVs)",3.2,15,4.1,0
"C25F14",94956,1984-07-21 05:00:41,1984-07-21 13:00:41,-34.4219639,119.2140475,6.25,"3-D least-squares   (8 SVs)",1.8,15,4.1,0
"C25F14",94956,1984-07-21 06:00:14,1984-07-21 14:00:14,-34.4219644,119.2139947,4.39,"3-D least-squares   (6 SVs)",3,16.5,4.1,0
"C25F14",94956,1984-07-21 07:00:40,1984-07-21 15:00:40,-34.4219797,119.2139989,7.21,"3-D least-squares   (7 SVs)",3,15.5,4.1,0
"C25F14",94956,1984-07-21 08:00:13,1984-07-21 16:00:13,-34.42197,119.2140103,14.11,"3-D least-squares   (5 SVs)",5,15,4.1,0
"C25F14",94956,1984-07-21 09:00:40,1984-07-21 17:00:40,-34.4219606,119.2140219,8.57,"3-D least-squares   (9 SVs)",1.4,14.5,4.1,0
"C25F14",94956,1984-07-21 10:00:13,1984-07-21 18:00:13,-34.4219589,119.2139828,8.8,"3-D least-squares   (7 SVs)",3,12.5,4.1,0
"C25F14",94956,1984-07-21 11:00:15,1984-07-21 19:00:15,-34.4219589,119.2140397,12.35,"3-D least-squares   (5 SVs)",4,10,4.1,0
"C25F14",94956,1984-07-21 12:00:41,1984-07-21 20:00:41,-34.4219644,119.2140231,6.16,"3-D least-squares   (5 SVs)",3.8,9,4.1,0
"C25F14",94956,1984-08-12 19:00:41,1984-08-13 03:00:41,-34.4219739,119.2140094,4.64,"3-D least-squares   (6 SVs)",2.4,9.5,4.1,0
"C25F14",94956,1984-08-12 20:00:41,1984-08-13 04:00:41,-34.4219683,119.2139958,1.98,"3-D least-squares   (9 SVs)",2,9,4.1,0
"C25F14",94956,1984-08-12 21:00:13,1984-08-13 05:00:13,-34.4219575,119.2139989,5.51,"3-D least-squares   (9 SVs)",2,8,4.1,0
"C25F14",94956,1984-08-12 22:00:18,1984-08-13 06:00:18,-34.4218583,119.2140406,14.48,"3-D least-squares   (5 SVs)",4.2,8,4.1,0
"C25F14",94956,1984-08-12 23:00:14,1984-08-13 07:00:14,-34.4219897,119.2139608,5.6,"3-D least-squares   (5 SVs)",3,8,4.1,0
"C25F14",94956,1984-08-13 00:00:40,1984-08-13 08:00:40,-34.4219789,119.2139639,9.13,"3-D least-squares   (6 SVs)",5.2,10,4.1,0
"C25F14",94956,1984-08-13 01:00:13,1984-08-13 09:00:13,-34.4219525,119.2140197,13.39,"3-D least-squares   (6 SVs)",3,13,4.1,0
"C25F14",94956,1984-08-13 02:00:40,1984-08-13 10:00:40,-34.4219586,119.2139806,14.18,"3-D least-squares   (8 SVs)",1.8,17,4.1,0
"C25F14",94956,1984-08-13 03:00:14,1984-08-13 11:00:14,-34.4219486,119.2140186,15.79,"3-D least-squares   (7 SVs)",2.6,16,4.1,0
"C25F14",94956,1984-08-13 04:00:41,1984-08-13 12:00:41,-34.4219625,119.2140103,13.55,"3-D least-squares   (7 SVs)",2.8,15.5,4.1,0
"C25F14",94956,1984-08-13 05:00:14,1984-08-13 13:00:14,-34.4220328,119.2140908,12.79,"3-D least-squares   (6 SVs)",7.6,14,4.1,0
"C25F14",94956,1984-08-13 06:00:41,1984-08-13 14:00:41,-34.4219625,119.2140103,13.55,"3-D least-squares   (6 SVs)",3.6,14.5,4.1,0
"C25F14",94956,1984-08-13 07:00:16,1984-08-13 15:00:16,-34.4220056,119.2139978,11.88,"3-D least-squares   (5 SVs)",4.4,13.5,4.1,0
"C25F14",94956,1984-08-13 08:00:40,1984-08-13 16:00:40,-34.4219436,119.2140072,7.76,"3-D least-squares   (6 SVs)",3,11.5,4.1,0
"C25F14",94956,1984-08-13 09:00:15,1984-08-13 17:00:15,-34.4219492,119.2140208,10.41,"3-D least-squares   (6 SVs)",2.8,10,4.1,0
"C25F14",94956,1984-08-13 10:00:41,1984-08-13 18:00:41,-34.4219669,119.2140136,5.76,"3-D least-squares   (6 SVs)",2.8,9.5,4.1,0
"C25F14",94956,1984-08-13 11:00:15,1984-08-13 19:00:15,-34.4220189,119.2139833,0.88,"3-D least-squares   (6 SVs)",2.2,9,4.1,0
"C25F14",94956,1984-08-13 12:00:40,1984-08-13 20:00:40,-34.4219664,119.2140381,5.84,"3-D least-squares   (7 SVs)",2,8.5,4.1,0
"C25F14",94956,1984-08-13 13:00:20,1984-08-13 21:00:20,-34.4220075,119.2140392,6.26,"3-D least-squares   (5 SVs)",4.6,7.5,4.1,0
"C25F14",94956,1984-08-13 14:00:40,1984-08-13 22:00:40,-34.4219561,119.2139864,0.45,"3-D least-squares   (6 SVs)",3,7.5,4.1,0
"C25F14",94956,1984-08-13 15:00:14,1984-08-13 23:00:14,-34.421945,119.2140483,14.59,"3-D least-squares   (6 SVs)",2.4,7,4.1,0
"C25F14",94956,1984-08-13 16:00:41,1984-08-14 00:00:41,-34.4219767,119.2140042,5.92,"3-D least-squares   (7 SVs)",2,6.5,4.1,0
"C25F14",94956,1984-08-13 17:00:14,1984-08-14 01:00:14,-34.4219461,119.2139978,7.36,"3-D least-squares   (6 SVs)",2.8,6,4.1,0
"C25F14",94956,1984-08-13 18:00:41,1984-08-14 02:00:41,-34.4219644,119.2139947,4.39,"3-D least-squares   (11 SVs)",1.6,6.5,4.1,0
"C25F14",94956,1984-08-13 19:00:14,1984-08-14 03:00:14,-34.4219536,119.2139978,7.92,"3-D least-squares   (10 SVs)",1.4,6,4.1,0
"C25F14",94956,1984-08-13 20:00:41,1984-08-14 04:00:41,-34.4219517,119.2140114,10.01,"3-D least-squares   (8 SVs)",2.8,6,4.1,0
"C25F14",94956,1984-08-13 21:00:16,1984-08-14 05:00:16,-34.4219506,119.2140314,8.41,"3-D least-squares   (8 SVs)",2,6,4.1,0
"C25F14",94956,1984-08-13 22:00:29,1984-08-14 06:00:29,-34.4219714,119.2139906,3.27,"3-D least-squares   (5 SVs)",4.4,6,4.1,0
"C25F14",94956,1984-08-13 23:00:41,1984-08-14 07:00:41,-34.4219803,119.2139744,7.12,"3-D least-squares   (7 SVs)",2.2,7,4.1,0
"C25F14",94956,1984-08-14 00:00:18,1984-08-14 08:00:18,-34.4219789,119.21385,2.04,"3-D least-squares   (6 SVs)",7.6,8,4.1,0
"C25F14",94956,1984-08-14 01:00:41,1984-08-14 09:00:41,-34.4219675,119.2139914,12.74,"3-D least-squares   (9 SVs)",2,9,4.1,0
"C25F14",94956,1984-08-14 02:00:14,1984-08-14 10:00:14,-34.4219486,119.21399,14.02,"3-D least-squares   (6 SVs)",3,9.5,4.1,0
"C25F14",94956,1984-08-14 03:00:41,1984-08-14 11:00:41,-34.4219561,119.2140186,16.36,"3-D least-squares   (7 SVs)",2.8,12,4.1,0
"C25F14",94956,1984-08-14 04:00:15,1984-08-14 12:00:15,-34.4219575,119.2140008,12.58,"3-D least-squares   (6 SVs)",3.2,13,4.1,0
"C25F14",94956,1984-08-14 05:00:41,1984-08-14 13:00:41,-34.4219625,119.2140103,13.55,"3-D least-squares   (8 SVs)",4.8,11.5,4.1,0
"C25F14",94956,1984-08-14 06:00:18,1984-08-14 14:00:18,-34.4219531,119.2140525,16.85,"3-D least-squares   (7 SVs)",3.4,11,4.1,0
"C25F14",94956,1984-08-14 07:00:40,1984-08-14 15:00:40,-34.4219619,119.2140344,13.63,"3-D least-squares   (8 SVs)",1.8,11.5,4.1,0
"C25F14",94956,1984-08-14 08:00:16,1984-08-14 16:00:16,-34.4219881,119.2140053,4.08,"3-D least-squares   (6 SVs)",3,10.5,4.1,0
"C25F14",94956,1984-08-14 09:00:41,1984-08-14 17:00:41,-34.4219361,119.2140092,14.26,"3-D least-squares   (7 SVs)",3.4,10.5,4.1,0
"C25F14",94956,1984-08-14 10:00:20,1984-08-14 18:00:20,-34.4219244,119.2140322,16.19,"3-D least-squares   (5 SVs)",3.8,10,4.1,0
"C25F14",94956,1984-08-14 11:01:11,1984-08-14 19:01:11,-34.4219714,119.2140208,12.11,"3-D least-squares   (6 SVs)",2.4,10,4.1,0
"C25F14",94956,1984-08-14 12:00:14,1984-08-14 20:00:14,-34.4219628,119.2140411,9.94,"3-D least-squares   (6 SVs)",2.6,9,4.1,0
"C25F14",94956,1984-08-14 13:00:41,1984-08-14 21:00:41,-34.4219536,119.2139978,7.92,"3-D least-squares   (7 SVs)",2.2,9,4.1,0
"C25F14",94956,1984-08-14 14:00:16,1984-08-14 22:00:16,-34.4219683,119.2140242,3.75,"3-D least-squares   (5 SVs)",9.8,9,4.1,0
"C25F14",94956,1984-08-14 15:00:41,1984-08-14 23:00:41,-34.4219608,119.2140261,10.26,"3-D least-squares   (7 SVs)",3.2,9,4.1,0
"C25F14",94956,1984-08-14 16:00:22,1984-08-15 00:00:22,-34.4219842,119.2140022,-0.58,"3-D least-squares   (5 SVs)",3.8,9,4.1,0
"C25F14",94956,1984-08-14 17:00:41,1984-08-15 01:00:41,-34.421965,119.2139989,6.08,"3-D least-squares   (7 SVs)",1.8,9,4.1,0
"C25F14",94956,1984-08-14 18:00:14,1984-08-15 02:00:14,-34.4219789,119.2139906,3.83,"3-D least-squares   (6 SVs)",2.2,8.5,4.1,0
"C25F14",94956,1984-08-14 19:00:41,1984-08-15 03:00:41,-34.4219633,119.2140147,2.79,"3-D least-squares   (6 SVs)",2.2,8.5,4.1,0
"C25F14",94956,1984-08-14 20:00:41,1984-08-15 04:00:41,-34.4219447,119.2140175,18.2,"3-D least-squares   (7 SVs)",3.4,9,4.1,0
"C25F14",94956,1984-08-14 21:00:12,1984-08-15 05:00:12,-34.4219753,119.2140219,9.7,"3-D least-squares   (7 SVs)",2.2,8.5,4.1,0
"C25F14",94956,1984-08-14 22:00:41,1984-08-15 06:00:41,-34.4219614,119.2140019,10.17,"3-D least-squares   (10 SVs)",1.8,9,4.1,0
"C25F14",94956,1984-08-14 23:00:13,1984-08-15 07:00:13,-34.421945,119.2140483,14.59,"3-D least-squares   (8 SVs)",2,9.5,4.1,0
"C25F14",94956,1984-08-15 00:00:17,1984-08-15 08:00:17,-34.4219803,119.2139442,-1.72,"3-D least-squares   (5 SVs)",8.4,10.5,4.1,0
"C25F14",94956,1984-08-15 01:00:41,1984-08-15 09:00:41,-34.4219733,119.2140072,10.02,"3-D least-squares   (9 SVs)",2,13.5,4.1,0
"C25F14",94956,1984-08-15 02:00:12,1984-08-15 10:00:12,-34.42195,119.2139722,10.24,"3-D least-squares   (6 SVs)",3,14.5,4.1,0
"C25F14",94956,1984-08-15 03:00:41,1984-08-15 11:00:41,-34.4219461,119.2140281,16.2,"3-D least-squares   (7 SVs)",2.6,16,4.1,0
"C25F14",94956,1984-08-15 04:00:12,1984-08-15 12:00:12,-34.4219669,119.2139869,11.06,"3-D least-squares   (6 SVs)",3,15,4.1,0
"C25F14",94956,1984-08-15 05:00:41,1984-08-15 13:00:41,-34.4219694,119.2140344,14.2,"3-D least-squares   (8 SVs)",4.4,15.5,4.1,0
"C25F14",94956,1984-08-15 06:00:31,1984-08-15 14:00:31,-34.4219569,119.214025,12.67,"3-D least-squares   (8 SVs)",2,16,4.1,0
"C25F14",94956,1984-08-17 03:00:15,1984-08-17 11:00:15,-34.4219511,119.2140072,8.32,"3-D least-squares   (8 SVs)",2.2,20,4.1,0
"C25F14",94956,1984-08-17 04:00:20,1984-08-17 12:00:20,-34.4220392,119.213995,-2.41,"3-D least-squares   (5 SVs)",2.6,19,4.1,0
"C25F14",94956,1984-08-17 05:00:41,1984-08-17 13:00:41,-34.4219714,119.2140208,12.11,"3-D least-squares   (9 SVs)",2,19,4.1,0
"C25F14",94956,1984-08-17 06:00:15,1984-08-17 14:00:15,-34.4219581,119.214005,14.27,"3-D least-squares   (7 SVs)",3.2,18.5,4.1,0
"C25F14",94956,1984-08-17 07:00:41,1984-08-17 15:00:41,-34.4219606,119.2140219,8.57,"3-D least-squares   (8 SVs)",1.8,18,4.1,0
"C25F14",94956,1984-08-17 08:00:15,1984-08-17 16:00:15,-34.4219608,119.2139978,8.48,"3-D least-squares   (6 SVs)",4.2,16,4.1,0
"C25F14",94956,1984-08-17 09:00:41,1984-08-17 17:00:41,-34.4219525,119.2140197,13.39,"3-D least-squares   (9 SVs)",1.8,15,4.1,0
"C25F14",94956,1984-08-17 10:00:15,1984-08-17 18:00:15,-34.4219903,119.21402,3.76,"3-D least-squares   (8 SVs)",1.8,13,4.1,0
"C25F14",94956,1984-08-17 11:00:41,1984-08-17 19:00:41,-34.4219631,119.2140125,8.17,"3-D least-squares   (7 SVs)",2,12,4.1,0
